Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
CCNG2	0	0	0	0	1	3	51	0	14	0.622	0.622
CCNH	0	0	0	0	1	0	0	6	159	0.75	0.75
CCNI	0	0	0	0	0	0	0	0	18	0.286	0.286
CCNJL	0	0	0	0	0	0	0	1	34	0.139	0.139
CCNK	0	0	0	0	1	25	190	0	193	0.802	0.802
CCNL1	0	0	0	0	0	0	0	0	10	0.703	0.703
CCNL2	0	0	0	0	0	0	0	0	22	0.636	0.636
CCNO	0	0	1	0	0	3	86	0	40	0.844	0.844
CCNT1	0	0	0	0	0	25	189	10	129	0.769	0.769
CCNT2	0	0	0	0	0	25	190	3	64	858.058	0.752
CCNY	0	0	0	0	1	0	0	0	3	0.618	0.618
CCP110	0	0	0	0	1	0	0	0	10	0	0
CCR1	0	0	1	0	0	18	220	0	6	0.87	0.87
CCR10	0	0	0	0	0	1	147	0	75	0.018	0.018
CCR2	0	0	0	1	0	0	0	0	0	0.763	0.763
CCR3	0	0	0	1	0	10	209	0	17	0.297	0.297
CCR4	0	0	1	0	0	14	203	0	3	0.48	0.48
CCR5	0	0	0	0	0	20	217	4	74	0.571	0.571
CCR6	0	0	0	0	0	16	207	0	0	0.308	0.308
CCR7	0	1	1	0	0	7	202	0	0	0.486	0.486
CCR8	0	0	0	0	0	18	210	0	0	0.883	0.883
CCR9	0	0	0	0	0	15	203	0	0	0.812	0.812
CCRL1	0	0	0	0	0	0	0	0	14	0	0
CCRL2	0	0	0	0	0	6	170	0	0	0	0
CCRN4L	0	0	1	0	0	23	174	0	1	0.514	0.514
CCS	0	0	0	0	0	0	14	0	146	0.672	0.672
CCT2	0	0	0	0	0	0	0	2	198	0.874	0.874
CCT3	0	0	0	0	0	1	98	5	216	0	0
CCT4	0	0	0	0	0	14	200	1	197	0.909	0.909
CCT5	0	0	0	0	0	0	0	2	233	0	0
CCT6A	0	0	0	0	0	1	98	2	196	0.77	0.77
CCT6B	0	0	0	0	0	2	137	0	11	0.468	0.468
CCT6P1	0	0	0	0	0	0	0	0	5	0.802	0.802
CCT7	0	0	0	0	0	14	200	2	199	0.941	0.941
CCT8	0	0	0	0	0	0	0	1	206	0.922	0.922
CCT8L2	0	0	0	0	0	2	70	0	0	0.365	0.365
CCZ1	0	0	0	0	0	0	0	0	2	0	0
CD101	0	0	1	0	0	13	178	0	8	0.925	0.925
CD14	0	1	0	0	0	18	215	0	6	0.735	0.735
CD151	0	0	0	1	0	0	0	0	147	0.849	0.849
CD160	0	0	0	1	0	37	226	2	12	0.925	0.925
CD163	0	0	0	0	0	3	100	0	11	0.792	0.792
CD164	0	0	0	1	0	48	229	0	71	0.173	0.173
CD177	0	0	0	0	0	0	0	1	16	0.713	0.713
CD180	0	0	0	1	0	0	0	0	0	0.359	0.359
CD19	0	0	0	0	0	15	193	5	88	0.239	0.239
CD1A	0	0	0	0	0	0	0	1	3	0.706	0.706
CD1B	0	0	0	0	0	3	100	1	2	0.67	0.67
CD1C	0	0	0	0	0	3	100	0	0	0.901	0.901
CD1D	0	0	1	1	0	0	17	3	20	0.832	0.832
CD2	0	1	1	0	0	20	205	4	110	0.557	0.557
CD200	0	0	0	0	0	0	0	0	2	0.467	0.467
CD200R1	0	0	0	0	0	0	0	0	0	0.534	0.534
CD209	0	0	0	1	0	0	14	0	4	0.206	0.206
CD22	0	0	0	0	0	10	181	3	79	0.703	0.703
CD226	0	0	0	0	0	8	169	0	30	0.763	0.763
CD24	0	1	1	1	0	0	0	0	18	0.895	0.895
CD244	0	0	0	0	0	0	0	0	5	0.906	0.906
CD247	0	0	0	0	0	0	0	5	185	0.869	0.869
CD27	0	1	1	0	0	8	195	0	32	0.563	0.563
CD274	1	1	0	1	0	41	229	1	1	0.467	0.467
CD276	0	0	1	1	0	0	38	0	5	0.927	0.927
CD28	0	1	1	1	1	18	186	2	75	0.432	0.432
CD2AP	0	0	0	0	1	14	171	4	110	0.785	0.785
CD2BP2	0	0	0	0	0	0	0	2	81	0.52	0.52
CD300A	0	0	0	1	0	0	0	0	7	0.53	0.53
CD300C	0	0	0	0	0	2	124	1	4	0.939	0.939
CD300LD	0	0	0	0	0	0	0	0	0	0.376	0.376
CD300LF	0	0	0	0	0	0	0	0	19	0	0
CD300LG	0	0	0	0	0	0	0	0	9	0.939	0.939
CD302	0	0	0	0	0	0	0	0	1	0	0
CD320	0	0	0	0	0	0	0	0	1	0.711	0.711
CD33	0	0	0	1	0	19	212	2	170	0.936	0.936
CD34	0	1	1	1	0	1	42	0	21	0.917	0.917
CD36	0	0	1	0	0	7	172	0	42	0	0
CD37	0	0	0	1	0	1	29	0	0	0.915	0.915
CD38	0	1	0	1	0	0	58	1	25	0.165	0.165
CD3D	0	0	1	0	0	0	0	0	147	0.304	0.304
CD3E	0	1	1	1	0	1	157	3	67	0.592	0.592
CD3EAP	0	0	0	0	0	6	86	0	27	0.891	0.891
CD3G	0	1	0	0	0	20	208	0	3	0.576	0.576
CD4	0	0	1	0	0	0	18	9	223	0.898	0.898
CD40	0	1	0	1	0	16	212	2	96	0.646	0.646
CD40LG	0	1	1	1	0	10	209	0	147	0.874	0.874
CD44	0	1	0	0	0	0	0	7	93	0.376	0.376
CD46	0	0	1	1	0	0	0	1	52	0.437	0.437
CD47	0	0	0	1	0	0	35	0	7	0.906	0.906
CD48	0	0	0	0	0	4	148	1	21	0.786	0.786
CD5	0	1	0	1	0	0	0	3	83	0.53	0.53
CD53	0	0	1	0	0	0	0	0	17	0.917	0.917
CD58	0	0	0	0	0	0	0	1	6	0.718	0.718
CD59	0	1	0	1	0	15	193	1	23	0.919	0.919
CD5L	0	1	0	0	0	2	124	0	0	0	0
CD6	0	0	0	0	0	0	0	1	51	0.672	0.672
CD63	0	0	1	0	0	0	0	1	159	0.743	0.743
CD68	0	0	0	0	0	0	0	1	5	0.915	0.915
CD69	0	0	0	0	0	0	0	0	0	0.907	0.907
CD7	0	0	0	0	0	10	183	1	41	0.2	0.2
CD70	0	1	0	1	0	37	226	0	0	0.624	0.624
CD72	0	0	1	0	0	5	152	1	33	0.222	0.222
CD74	1	1	1	1	0	26	218	1	1	0.915	0.915
CD79A	1	0	1	1	0	16	192	6	43	0.557	0.557
CD79B	1	0	0	0	0	10	181	4	28	0.254	0.254
CD80	0	0	1	1	0	0	38	1	7	0.787	0.787
CD81	0	0	0	1	0	37	232	2	172	0.929	0.929
CD82	0	0	0	0	0	0	0	2	60	0.295	0.295
CD83	0	0	1	0	0	7	179	0	3	0.92	0.92
CD84	0	0	0	0	0	4	153	1	19	0.11	0.11
CD86	0	0	1	1	0	15	208	0	148	0.871	0.871
CD8A	0	0	1	0	0	0	0	3	50	0.446	0.446
CD8B	0	0	0	0	0	0	0	0	3	0.308	0.308
CD9	0	0	1	1	0	11	180	1	37	0.684	0.684
CD93	0	0	0	0	0	1	42	1	50	0.932	0.932
CD96	0	0	0	0	0	15	197	0	0	0.538	0.538
CD97	0	0	0	0	0	23	225	0	48	0.935	0.935
CD99	0	0	0	0	0	0	0	0	21	0.547	0.547
CD99L2	0	0	0	0	0	0	0	0	9	0.827	0.827
CDA	0	0	0	0	0	4	128	0	15	0.789	0.789
CDAN1	0	0	0	0	0	0	0	0	31	0.84	0.84
CDC123	0	0	0	1	1	15	214	0	6	0.909	0.909
CDC14A	0	0	0	1	0	36	229	2	60	0.911	0.911
CDC14B	0	0	0	0	0	0	0	2	54	0.617	0.617
CDC16	0	0	0	1	1	26	215	5	132	0.251	0.251
CDC20	0	0	1	1	1	14	212	3	227	0.932	0.932
CDC20B	0	0	0	0	0	0	0	1	49	0.017	0.017
CDC23	0	0	0	0	1	3	158	3	97	0.816	0.816
CDC25A	0	0	0	1	1	27	217	8	247	0.94	0.94
CDC25B	0	0	1	1	1	21	224	2	145	0.852	0.852
CDC25C	0	0	0	1	1	27	217	3	227	0.916	0.916
CDC26	0	0	0	0	1	0	0	1	19	0.745	0.745
CDC27	0	0	0	1	1	26	215	8	208	0.885	0.885
CDC34	0	1	0	0	1	0	0	2	185	0.855	0.855
CDC37	0	0	0	0	0	2	113	9	260	0.374	0.374
CDC37L1	0	0	0	0	0	0	0	0	33	0.751	0.751
CDC40	0	0	0	0	0	3	48	2	41	0.556	0.556
CDC42	0	1	1	1	1	13	209	11	249	0.621	0.621
CDC42BPA	0	0	0	0	0	1	7	0	24	0.097	0.097
CDC42BPB	0	0	0	0	0	0	104	0	21	0.3	0.3
CDC42BPG	0	0	0	0	0	0	0	1	17	0.449	0.449
CDC42EP1	0	0	0	0	0	1	16	0	36	0.099	0.099
CDC42EP2	0	0	0	0	0	1	40	1	25	0.877	0.877
CDC42EP3	0	0	0	0	0	0	0	1	20	0.553	0.553
CDC42EP4	0	0	0	0	0	1	16	0	21	0.17	0.17
CDC42EP5	0	0	0	0	0	1	39	0	11	0.091	0.091
CDC42SE1	0	0	0	0	0	0	0	1	23	0.885	0.885
CDC42SE2	0	0	0	0	0	0	0	1	17	0.241	0.241
CDC45	0	0	0	0	1	0	50	2	57	0.931	0.931
CDC5L	0	0	0	0	0	0	0	9	203	13.646	0.869
CDC6	0	0	0	1	1	15	199	3	102	0	0
CDC7	0	0	0	1	1	18	198	2	70	0.925	0.925
CDC73	1	0	1	1	1	1	1	6	124	0.816	0.816
CDCA2	0	0	0	0	1	0	0	0	22	0.935	0.935
CDCA3	0	0	0	0	1	0	0	1	32	0.933	0.933
CDCA4	0	0	0	0	0	0	0	1	75	0.939	0.939
CDCA5	0	0	0	0	1	5	136	1	42	0	0
CDCA7	0	1	0	1	0	1	73	0	0	0.918	0.918
CDCA7L	0	0	0	1	0	0	0	4	123	0.839	0.839
CDCA8	0	0	0	0	1	0	0	0	59	0.717	0.717
CDCP1	0	0	0	0	0	0	0	0	52	0.917	0.917
CDH1	1	1	1	1	0	1	1	8	253	0	0
CDH10	0	0	0	0	0	0	0	1	51	0.141	0.141
CDH11	1	0	1	0	0	1	1	2	65	0.487	0.487
CDH13	0	0	0	1	1	5	152	0	10	0.307	0.307
CDH15	0	0	1	0	0	5	152	0	10	0.551	0.551
CDH16	0	0	0	0	0	5	152	0	0	0.45	0.45
CDH17	0	0	0	0	0	5	152	1	40	0.556	0.556
CDH18	0	0	0	0	0	0	0	1	42	0.587	0.587
CDH2	0	0	1	0	0	5	152	5	78	0.723	0.723
CDH23	0	0	0	0	0	0	0	0	1	0.886	0.886
CDH24	0	0	0	0	0	0	0	0	0	0.914	0.914
CDH3	0	0	1	1	0	5	152	2	165	0.893	0.893
CDH4	0	0	1	0	0	5	152	0	5	0.574	0.574
CDH5	0	0	0	1	0	0	25	4	75	0	0
CDH6	0	0	0	0	0	5	152	1	40	0.175	0.175
CDH7	0	0	0	0	0	0	0	1	40	0.568	0.568
CDH8	0	0	0	0	0	5	152	1	40	0.808	0.808
CDH9	0	0	0	0	0	0	0	1	40	0.433	0.433
CDHR1	0	0	0	0	0	0	0	0	5	0.744	0.744
CDHR2	0	0	0	0	0	9	179	0	1	0.448	0.448
CDIP1	0	1	0	0	0	0	0	0	2	0	0
CDIPT	0	0	0	0	0	0	0	0	9	0.485	0.485
CDK1	0	1	1	0	1	8	195	19	292	0	0
CDK10	0	0	0	1	1	15	191	0	46	0.032	0.032
CDK11A	0	1	0	0	1	0	0	0	66	0.025	0.025
CDK11B	0	1	0	1	1	26	216	2	175	0.41	0.41
CDK12	1	0	0	0	0	2	81	2	50	0.895	0.895
CDK13	0	0	0	1	1	24	220	1	40	0.804	0.804
CDK14	0	0	0	0	1	0	0	3	103	0.57	0.57
CDK15	0	0	0	0	0	0	0	0	44	0.727	0.727
CDK16	0	0	1	0	0	13	197	1	87	0.914	0.914
CDK17	0	0	0	0	0	13	197	0	45	0.797	0.797
CDK18	0	0	0	0	0	0	0	1	91	0.005	0.005
CDK19	0	1	0	0	0	0	0	4	73	0.608	0.608
CDK2	0	0	0	1	1	6	183	14	224	0.891	0.891
CDK20	0	0	0	0	0	0	0	0	16	0.689	0.689
CDK2AP1	0	0	0	0	0	0	50	0	84	0.912	0.912
CDK2AP2	0	0	0	0	0	0	0	1	25	0.057	0.057
CDK3	0	0	0	1	1	36	229	1	71	0.479	0.479
CDK4	1	1	0	1	1	14	212	12	218	0.929	0.929
CDK5	0	1	1	1	0	26	215	4	149	0.903	0.903
CDK5R1	0	1	1	1	0	27	217	2	213	0.93	0.93
CDK5R2	0	0	1	0	0	2	109	0	4	0.686	0.686
CDK5RAP1	0	0	1	0	0	0	14	0	4	0.857	0.857
CDK5RAP2	0	0	1	0	1	0	0	0	72	0.634	0.634
CDK5RAP3	0	0	1	1	1	0	0	2	173	0.782	0.782
CDK6	1	0	1	1	1	37	229	7	117	0.852	0.852
CDK7	0	0	0	1	1	29	221	7	170	0.884	0.884
CDK8	0	0	0	0	0	13	197	9	176	0.774	0.774
CDK9	0	0	0	1	1	39	232	19	254	0.139	0.139
CDKAL1	0	0	0	0	0	0	0	1	18	0.579	0.579
CDKL1	0	0	0	0	0	13	197	0	11	0.934	0.934
CDKL2	0	0	0	0	0	0	42	0	0	0.938	0.938
CDKL3	0	0	0	0	0	0	0	1	44	0.614	0.614
CDKL5	0	0	1	0	0	0	0	1	92	0.892	0.892
CDKN1A	0	1	1	1	1	21	213	23	332	0.768	0.768
CDKN1B	0	1	0	1	1	10	179	11	225	0.224	0.224
CDKN1C	0	0	1	1	1	22	214	2	170	0.756	0.756
CDKN2A	1	1	1	1	1	23	214	13	259	0.904	0.904
CDKN2AIP	0	0	0	0	0	0	0	1	13	0.276	0.276
CDKN2B	0	0	1	1	1	21	214	2	39	0.696	0.696
CDKN2C	1	0	1	1	1	21	213	7	107	0.816	0.816
CDKN2D	0	1	0	1	1	21	214	3	63	0.456	0.456
CDKN3	0	0	0	1	1	24	216	1	43	0.934	0.934
CDO1	0	0	0	0	0	3	194	1	5	0	0
CDON	0	0	1	1	0	5	152	2	41	0.747	0.747
CDPF1	0	0	0	0	0	0	0	0	1	0	0
CDR1	0	0	0	0	0	0	0	0	0	0.273	0.273
CDR2	0	0	0	0	0	0	0	3	85	0.523	0.523
CDRT4	0	0	0	0	0	0	0	0	2	0.182	0.182
CDS1	0	0	0	0	0	1	164	1	40	0.752	0.752
CDS2	0	0	0	0	0	0	0	0	10	0.144	0.144
CDSN	0	0	1	0	0	0	0	0	18	0.65	0.65
CDT1	0	0	0	0	1	0	31	7	216	0.937	0.937
CDX1	0	0	0	0	0	8	160	1	12	0.826	0.826
CDX2	1	0	1	1	0	23	174	6	113	12.21	0.655
CDX4	0	0	0	0	0	0	0	2	26	2332.5	0.331
CDY1B	0	0	0	0	0	1	118	0	0	0	0
CDY2A	0	0	0	0	0	1	118	0	0	0	0
CDYL	0	0	0	0	0	1	118	2	105	0.926	0.926
CDYL2	0	0	0	0	0	0	0	0	12	0.723	0.723
CEACAM1	0	0	0	0	0	0	100	1	47	0.856	0.856
CEACAM5	0	1	1	0	0	0	0	1	15	0.738	0.738
CEACAM6	0	0	0	0	0	4	195	0	2	0.617	0.617
CEACAM7	0	0	0	0	0	0	0	0	1	0.705	0.705
CEACAM8	0	0	0	0	0	10	181	0	1	0.812	0.812
CEBPA	1	0	1	1	0	24	205	12	268	3883.57	0.844
CEBPB	0	1	1	1	0	35	216	17	303	3839.2	0.687
CEBPD	0	0	0	0	0	23	174	8	243	6.749	0.84
CEBPE	0	0	1	0	0	0	0	6	130	3.908	0.731
CEBPG	0	0	1	0	0	1	49	5	175	12.979	0.866
CEBPZ	0	0	0	0	0	23	174	2	81	0.879	0.879
CECR1	0	0	0	0	0	0	0	0	8	0.903	0.903
CECR2	0	1	1	0	0	0	0	0	2	0.13	0.13
CECR5	0	0	0	0	0	0	0	0	2	0.914	0.914
CECR6	0	0	0	0	0	0	0	0	10	0.711	0.711
CEL	0	0	0	0	0	0	8	0	1	0.744	0.744
CELA1	0	0	0	1	0	0	0	0	6	0.352	0.352
CELA2B	0	0	0	0	0	0	0	0	11	0.904	0.904
CELA3A	0	0	0	0	0	3	171	0	3	0.027	0.027
CELA3B	0	0	0	0	0	0	74	0	0	0.061	0.061
CELF1	0	0	1	0	0	3	66	1	10	0.766	0.766
CELF2	0	0	0	0	0	0	59	0	64	0	0
CELF3	0	0	0	0	0	7	174	0	41	0.601	0.601
CELF4	0	0	1	0	0	0	0	0	2	0.71	0.71
CELSR1	0	0	1	0	0	1	120	0	6	0.662	0.662
CELSR2	0	0	1	0	0	0	0	0	66	0.903	0.903
CELSR3	0	0	1	0	0	0	0	1	85	0.89	0.89
CEND1	0	0	1	1	0	0	0	1	39	0.708	0.708
CENPA	0	0	0	0	1	1	76	4	130	0	0
CENPB	0	0	0	0	0	0	0	0	86	0.566	0.566
CENPBD1	0	0	0	0	0	0	0	0	4	0.786	0.786
CENPC	0	0	0	0	1	0	0	1	23	0	0
CENPC1	0	0	0	0	0	0	0	2	58	0.115	0.115
CENPE	0	0	0	0	1	0	8	2	169	0	0
CENPF	0	0	1	1	1	2	98	2	170	0.939	0.939
CENPH	0	0	0	0	1	0	0	0	30	0	0
CENPI	0	0	0	0	1	0	42	0	4	0.936	0.936
CENPJ	0	0	0	0	1	0	14	1	43	0.865	0.865
CENPK	0	0	0	0	1	0	0	0	12	0.926	0.926
CENPL	0	0	0	0	1	0	0	0	6	0	0
CENPM	0	0	0	0	1	0	0	0	4	0.933	0.933
CENPN	0	0	0	0	1	0	0	0	8	0.93	0.93
CENPO	0	0	0	0	1	0	0	0	21	0.939	0.939
CENPP	0	0	0	0	1	0	0	0	23	0.891	0.891
CENPQ	0	0	0	0	1	0	0	0	19	0.897	0.897
CENPT	0	0	0	0	1	0	0	0	43	0.29	0.29
CENPU	0	0	0	0	1	0	0	1	22	0	0
CENPV	0	0	0	0	1	0	0	0	14	0.781	0.781
CEP110	0	0	0	0	0	0	0	0	157	0.441	0.441
CEP120	0	0	1	1	0	0	0	1	35	0.808	0.808
CEP135	0	0	0	0	1	0	0	0	11	0.751	0.751
CEP152	0	0	0	0	1	0	0	0	1	0.89	0.89
CEP164	0	0	0	0	1	0	0	0	154	0.311	0.311
CEP170	0	0	0	0	0	0	0	0	42	0.325	0.325
CEP170L	0	0	0	0	0	0	0	0	19	0.083	0.083
CEP170P1	0	0	0	0	0	0	0	2	47	0	0
CEP19	0	0	0	0	0	0	0	3	23	0	0
CEP192	0	0	0	0	1	0	0	1	28	0.8	0.8
CEP250	0	0	0	0	1	0	0	0	61	0.865	0.865
CEP290	0	0	1	0	1	0	0	0	7	0.214	0.214
CEP350	0	0	0	0	0	0	0	2	20	0.833	0.833
CEP44	0	0	0	0	0	0	0	4	62	0	0
CEP55	0	0	0	0	1	0	0	2	86	0	0
CEP57	0	0	1	0	1	1	48	1	64	0.766	0.766
CEP57L1	0	0	0	0	0	0	0	2	104	0	0
CEP63	0	0	0	0	1	0	0	2	87	0.71	0.71
CEP68	0	0	0	0	0	0	0	0	16	0.229	0.229
CEP70	0	0	0	0	1	0	0	4	127	0.789	0.789
CEP72	0	0	0	0	1	0	0	2	38	0.931	0.931
CEP76	0	0	0	0	1	0	0	0	67	0.905	0.905
CEP78	0	0	0	0	1	0	0	0	12	0.911	0.911
CEP85	0	0	0	0	0	0	0	0	16	0	0
CEP85L	0	0	0	0	0	0	0	0	9	0	0
CEP95	0	0	0	0	0	0	0	1	30	0	0
CEP97	0	0	0	0	0	0	0	0	13	0.89	0.89
CEPT1	0	0	0	0	0	1	142	1	39	0.774	0.774
CERCAM	0	0	0	0	0	12	182	1	3	0.928	0.928
CERK	0	0	0	0	0	0	5	0	15	0.595	0.595
CERS1	0	0	0	0	0	0	0	0	10	0	0
CERS2	0	0	0	0	0	0	0	0	27	0	0
CES1	0	0	1	0	0	0	2	0	3	0.232	0.232
CES3	0	0	0	0	0	0	0	0	2	0.477	0.477
CETN1	0	0	0	0	1	2	79	0	3	0.445	0.445
CETN2	0	0	0	0	1	0	0	1	16	0.003	0.003
CETN3	0	0	0	0	1	1	26	0	36	0.148	0.148
CETP	0	0	1	0	0	0	74	1	15	0.885	0.885
CFAP53	0	0	0	0	0	0	0	0	14	0	0
CFAP58	0	0	0	0	0	0	0	0	2	0	0
CFB	0	0	0	0	0	0	0	0	8	0.574	0.574
CFD	0	0	0	0	0	3	127	0	1	0	0
CFDP1	0	1	0	1	0	0	0	1	50	0.208	0.208
CFH	0	0	0	0	0	0	0	1	147	0.334	0.334
CFHR1	0	0	0	0	0	0	0	0	1	0.407	0.407
CFHR3	0	0	0	0	0	0	0	0	1	0.8	0.8
CFHR4	0	0	0	0	0	0	0	0	11	0.772	0.772
CFHR5	0	0	0	0	0	0	0	0	0	0.46	0.46
CFI	0	0	0	0	0	0	0	0	1	0.811	0.811
CFL1	0	1	1	0	1	9	201	2	146	0.814	0.814
CFL2	0	0	1	0	0	0	0	1	22	0	0
CFLAR	0	1	1	1	0	8	199	4	208	0.87	0.87
CFP	0	0	0	0	0	0	32	0	7	0	0
CFTR	0	0	1	0	0	1	37	4	187	0.929	0.929
CGA	0	0	0	1	0	4	195	0	15	0.514	0.514
CGB	0	1	0	0	0	0	0	0	0	0.826	0.826
CGB5	0	0	0	0	0	0	0	0	0	0.701	0.701
CGB7	0	0	0	0	0	9	217	0	0	0.852	0.852
CGB8	0	0	0	0	0	0	0	0	0	0.727	0.727
CGGBP1	0	0	0	0	0	0	0	1	30	0.73	0.73
CGN	0	0	1	0	0	0	0	0	40	0.789	0.789
CGNL1	0	0	0	0	0	0	0	2	43	0	0
CGREF1	0	0	0	1	0	15	201	0	0	0.927	0.927
CGRRF1	0	0	0	1	0	15	201	0	6	0.851	0.851
CH25H	0	0	0	0	0	1	142	0	0	0.755	0.755
CHAC1	0	1	1	0	0	0	0	0	5	0.867	0.867
CHAF1A	0	0	0	0	0	14	171	10	219	0.925	0.925
CHAF1B	0	0	0	0	0	14	171	0	67	0.935	0.935
CHAMP1	0	0	0	0	1	0	0	0	6	0	0
CHAT	0	0	0	0	0	0	0	0	15	0.661	0.661
CHCHD1	0	0	0	0	0	0	0	0	2	0.807	0.807
CHCHD2	0	0	0	0	0	0	0	1	187	0.771	0.771
CHCHD3	0	0	0	0	0	0	0	2	192	0.863	0.863
CHCHD4	0	0	0	0	0	0	0	0	2	0.653	0.653
CHCHD6	0	0	0	0	0	0	0	0	144	0.465	0.465
CHD1	0	0	0	0	0	14	177	4	98	0.206	0.206
CHD1L	0	0	0	0	0	0	0	0	78	0.877	0.877
CHD2	0	0	1	0	0	14	177	0	9	0.642	0.642
CHD3	0	0	0	0	0	14	177	13	257	0.265	0.265
CHD4	0	0	0	0	0	14	177	12	255	0.848	0.848
CHD6	0	0	0	0	0	0	0	0	36	0.617	0.617
CHD7	0	0	1	0	0	0	0	5	70	0.777	0.777
CHD8	0	0	0	1	0	0	0	3	126	0.683	0.683
CHDH	0	0	0	0	0	0	0	0	9	0.543	0.543
CHEK1	0	0	0	1	1	18	207	11	237	0.941	0.941
CHEK2	1	1	0	0	1	3	86	8	123	0.934	0.934
CHERP	0	0	0	1	0	23	219	2	171	0.833	0.833
CHFR	0	0	0	0	1	1	34	3	187	0.458	0.458
CHGA	0	0	0	0	0	0	59	0	32	0.472	0.472
CHGB	0	0	0	0	0	0	0	4	68	0.725	0.725
CHIC2	1	0	0	0	0	1	1	1	63	0.422	0.422
CHIT1	0	0	0	0	0	0	0	0	0	0.485	0.485
CHKA	0	0	0	0	0	1	142	0	3	0.783	0.783
CHKB	0	0	0	0	0	0	32	0	0	0.51	0.51
CHL1	0	1	1	0	0	5	152	0	0	0.734	0.734
CHM	0	0	0	0	0	0	127	0	23	0.311	0.311
CHML	0	0	0	0	0	0	126	0	6	0.877	0.877
CHMP1A	0	0	0	0	1	3	137	0	10	0.763	0.763
CHMP1B	0	0	0	0	1	0	0	0	4	0.342	0.342
CHMP2A	0	1	0	0	1	0	0	0	11	0.117	0.117
CHMP2B	0	0	0	0	1	0	0	1	29	0.452	0.452
CHMP3	0	1	0	0	1	0	0	0	25	0	0
CHMP4A	0	1	0	0	1	0	0	0	5	0.707	0.707
CHMP4B	0	1	0	0	1	0	0	0	38	0.769	0.769
CHMP4C	0	0	0	0	1	0	0	0	6	0.908	0.908
CHMP5	0	0	0	0	1	0	0	0	8	0.329	0.329
CHMP6	0	0	0	0	1	0	0	0	3	0.41	0.41
CHMP7	0	0	0	0	1	0	0	0	8	0.03	0.03
CHN1	1	0	1	0	0	1	1	2	45	0.686	0.686
CHN2	0	0	0	0	0	0	0	2	79	0.507	0.507
CHORDC1	0	0	0	0	0	0	0	0	50	0.875	0.875
CHP	0	0	0	0	0	0	0	0	5	0.838	0.838
CHP1	0	1	0	0	0	0	0	0	1	0	0
CHP2	0	0	0	1	0	0	0	0	2	0.69	0.69
CHPF	0	0	0	0	0	0	0	0	48	0.923	0.923
CHRAC1	0	0	0	0	0	0	0	0	15	0.822	0.822
CHRD	0	0	1	1	0	9	182	1	126	0.351	0.351
CHRDL2	0	0	1	0	0	0	0	0	3	0.684	0.684
CHRFAM7A	0	0	0	0	0	0	95	0	0	0.594	0.594
CHRM1	0	0	0	1	0	38	233	0	0	0.913	0.913
CHRM2	0	0	0	0	0	7	183	1	7	0.629	0.629
CHRM3	0	0	0	1	0	33	236	1	16	0.789	0.789
CHRM4	0	0	0	1	0	26	215	0	0	0.353	0.353
CHRM5	0	0	0	1	0	26	215	0	0	0.66	0.66
CHRNA1	0	0	0	0	0	0	65	0	0	0.636	0.636
CHRNA10	0	0	0	1	0	1	75	0	0	0.897	0.897
CHRNA2	0	0	0	0	0	1	118	0	0	0	0
CHRNA3	0	0	1	0	0	0	0	0	0	0.217	0.217
CHRNA4	0	0	0	0	0	8	188	0	18	0.159	0.159
CHRNA5	0	0	0	0	0	1	118	0	0	0.925	0.925
CHRNA6	0	0	0	0	0	1	118	0	0	0.434	0.434
CHRNA7	0	0	0	1	0	0	0	0	40	0.642	0.642
CHRNB1	0	0	1	0	0	1	125	0	7	0.843	0.843
CHRNB3	0	0	0	0	0	0	11	0	0	0.057	0.057
CHRNB4	0	0	0	0	0	0	11	0	0	0.887	0.887
CHRND	0	0	0	0	0	0	65	0	0	0.719	0.719
CHRNE	0	0	0	0	0	0	72	0	0	0.131	0.131
CHRNG	0	0	0	0	0	0	65	0	17	0.5	0.5
CHST1	0	0	0	0	0	0	0	0	11	0.1	0.1
CHST10	0	0	0	0	0	5	152	0	3	0.13	0.13
CHST11	0	1	1	1	0	0	0	0	0	0.2	0.2
CHST12	0	0	0	0	0	0	0	0	2	0.35	0.35
CHST13	0	0	0	0	0	0	0	0	0	0.005	0.005
CHST15	0	0	0	0	0	0	0	0	14	0.866	0.866
CHST2	0	0	0	0	0	20	218	0	0	0.743	0.743
CHST3	0	0	0	0	0	0	42	0	0	0.779	0.779
CHST4	0	0	0	0	0	23	219	0	0	0.655	0.655
CHST5	0	0	0	0	0	0	42	0	0	0.724	0.724
CHST6	0	0	0	0	0	0	42	0	0	0.728	0.728
CHST7	0	0	0	0	0	0	42	0	0	0.558	0.558
CHST8	0	0	0	0	0	0	42	0	0	0.435	0.435
CHST9	0	0	0	0	0	0	42	0	0	0.608	0.608
CHTF18	0	0	0	0	0	0	0	2	84	0.925	0.925
CHTF8	0	0	0	0	0	0	0	0	15	0.352	0.352
CHTOP	0	0	0	0	0	0	0	0	11	0	0
CHUK	0	0	1	1	0	20	194	13	230	0.481	0.481
CHURC1	0	0	0	0	0	0	0	0	9	0.893	0.893
CIAO1	0	0	0	1	0	18	197	1	31	0.781	0.781
CIAPIN1	0	1	0	0	0	0	0	0	11	0.895	0.895
