Target_Cancer_Gene	Target_GO_cell.death	Target_GO_cell.differentiation	Target_GO_cell.proliferation	Target_GO_mitototic.cell.cycle	Target_HumanNet.CGS_L1	Target_HumanNet.CGS_L2	Target_InteractNet.CGS_L1	Target_InteractNet.CGS_L2	Target_ReguleNet.DEG_score	Target_DEG_score	TF_Cancer_Gene	TF_GO_cell.death	TF_GO_cell.differentiation	TF_GO_cell.proliferation	TF_GO_mitototic.cell.cycle	TF_HumanNet.CGS_L1	TF_HumanNet.CGS_L2	TF_InteractNet.CGS_L1	TF_InteractNet.CGS_L2	TF_ReguleNet.DEG_score	TF_DEG_score	diff_Pval	avg_Pval	TF_sign	Dnase	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me3	H4K20me1	Dist_GWAS_2D	Early.to.late_Rate	PhastCons	0
0	0	0	0	0	0	0	0	41	0.89	0.89	0	0	0	0	0	0	0	0	0	0	0	5.6073	2.80365	1	0	0	13.32030303	10.13571429	0	0	0	0	0	0	0	472929	27.5	0.028	0
1	0	0	0	0	5	152	1	39	0.814	0.814	0	1	1	1	0	19	201	41	296	4859.97	0.911	5.41005	2.70503	-1	0	0	10.71633028	0	0	0	0	0	0	0	0	490561	43.5	0	0
0	0	0	0	0	19	224	0	27	0.932	0.932	0	0	0	0	0	0	0	0	0	0	0	5.51856	2.75928	-1	71	12.096568	0	30.2177071	0	7.466438	62.08927375	27.25032609	18.545752	0	0	1209332	0.277778	0	0
0	0	0	0	0	19	224	0	27	0.932	0.932	0	0	0	0	0	0	0	0	0	0	0	5.68825	2.84413	1	0	5.558523	0	20.05142857	24.99430244	5.007089	2.493615	24.39880819	0	0	0	800516	1.73333	0.087	0
0	0	1	0	0	0	0	0	7	0.879	0.879	0	0	0	0	0	0	0	0	2	5048.55	0.578	5.45346	2.72673	-1	0	3.4198425	25.06241916	0	18.70919431	8.9947765	23.09606725	0	4.367588	0	0	4388954	1.25	0.001	0
0	0	0	0	0	0	0	0	9	0.91	0.91	0	0	0	0	0	0	0	0	0	0	0	6.81816	3.40908	-1	0	8.322542	0	12.10807018	31.2566416	7.318609	6.475008667	19.71889724	4.432757	0	0	227736	29	0.001	0
1	1	1	0	1	13	201	2	192	0.856	0.856	0	0	0	0	0	0	0	1	90	4974.88	0.483	5.39147	2.69573	1	69	7.6363655	0	0	18.63264516	9.721374333	37.42073286	0	7.265942	0	0	854281	30.6667	0.019	0
0	0	0	0	0	0	0	0	101	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7447504	0	50.10362205	53.24791098	14.719504	86.63183872	63.74784781	13.849769	0	22.14866667	637006	22.75	1	0
0	1	1	1	0	18	203	4	98	4387.72	0.904	0	0	0	0	0	0	0	1	39	237.821	0.864	5.05061	2.5253	1	0	12.3267825	13.7047619	28.22699213	29.16309677	7.711177333	103.0790516	33.00813472	17.734224	10.12833333	0	415872	47.5	0	0
0	0	0	0	0	0	0	0	196	0.799	0.799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.865289	0	0	0	8.025461	79.817391	0	21.69907	0	0	560371	23	0.051	0
0	0	0	0	0	19	200	1	34	3350.65	0.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.886783	10.70054054	29.50458492	21.26826667	12.0701965	83.9031974	49.80519481	21.830964	0	0	795538	40.5	0	0
0	0	0	0	0	0	0	1	103	0	0	0	0	0	0	0	0	0	0	3	5214.01	0	5.85387	2.92693	-1	0	7.5841014	0	0	28.94853047	7.394699667	32.09357206	18.44388979	11.733352	0	0	1539221	22.5	1	0
0	0	0	0	0	0	0	0	33	0.662	0.662	0	0	0	0	0	0	0	0	0	0	0	6.81531	3.40766	-1	16	3.017875	22.84677019	0	12.88	8.284047	21.69606225	0	0	0	0	140902	0.0961538	0	0
0	0	1	0	0	0	0	0	3	0.729	0.729	0	0	1	0	0	34	222	4	103	2205.66	0.867	5.35556	2.67778	-1	0	10.1257492	0	18.59836066	31.82750357	8.452070647	101.6747034	72.3447482	22.608854	0	0	4391307	8.71429	0.015	0
0	0	0	0	0	0	0	0	33	0.936	0.936	0	0	0	0	0	0	0	0	0	0	0	5.40561	2.70281	-1	0	0	0	11.25717949	13.83301075	0	2.727622	14.55059603	0	0	0	5851562	40.5	0.022	0
0	0	0	0	0	0	0	0	33	0.936	0.936	0	0	0	0	0	0	0	0	0	0	0	5.40121	2.7006	1	0	0	0	14.41813472	0	0	0	0	0	0	0	5872182	84	1	0
0	0	0	0	0	0	0	0	1	0.89	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.060329	0	0	33.236	9.276535	7.7498736	0	3.983504	0	0	6176059	23.75	1	0
0	1	0	0	0	0	0	5	202	0.876	0.876	0	1	1	1	0	1	120	1	4	3080.87	0.421	0.51117	6.6014	-1	0	0	11.81244755	0	12.92791667	0	0	0	0	0	0	4584992	0.37931	0.017	0
0	0	0	0	1	0	12	2	147	0.876	0.876	0	0	0	0	0	0	0	0	0	0	0	5.48545	2.74273	1	0	13.767757	0	17.11127962	27.00829721	11.3646385	58.16788718	46.08527982	15.298655	0	18.79614973	3409016	24	1	0
1	1	0	1	1	49	240	28	332	0.526	0.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.944158	0	0	0	9.264897	56.0752152	68.50296651	18.139915	0	0	2550521	9.85714	0.092	0
0	0	1	0	0	0	0	1	25	0.829	0.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.14605714	0	10.51245283	7.6542355	16.8944468	0	0	0	0	3728327	0.842105	0.028	0
0	1	0	0	1	1	18	0	43	0.574	0.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.385586	13.40553459	0	16.425	11.524117	56.42975293	0	7.624052	0	0	697350	72	0	0
0	0	0	0	0	0	0	0	13	0.928	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.183716	0	13.92322034	20.02596491	11.5127295	64.6067536	12.54226087	20.198901	0	0	611012	33.5	0.002	0
0	1	0	0	1	1	18	0	43	0.574	0.574	0	0	0	0	0	0	0	1	102	13.077	0.941	0	6.14e-06	0	110	26.0159335	0	17.12579957	45.62608315	12.2880455	11.35794	11.18488189	12.34728	0	0	504734	14.5	0.002	0
0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9325812	16.48762646	0	0	16.6054816	0	0	12.55789474	624929	26	0	0
0	0	0	0	0	4	144	0	159	0.648	0.648	0	0	0	0	0	0	0	0	11	3508.62	0.632	0	1.45e-06	0	40	15.2341135	0	0	0	10.021593	64.47473225	0	15.380149	0	0	1922158	8.28571	0	0
0	0	0	0	0	4	144	0	159	0.648	0.648	0	0	0	0	0	0	0	0	60	14.263	0.737	5.82681	2.91341	1	0	15.2341135	0	0	0	10.021593	64.47473225	0	15.380149	0	0	1922024	8.28571	1	0
0	0	0	0	0	4	144	0	159	0.648	0.648	0	0	0	0	0	0	0	0	4	4203.66	0.391	0	7.97e-06	0	20	15.2341135	0	0	16.8005	10.021593	64.47473225	0	15.380149	0	0	1921898	8.28571	0	0
0	0	0	1	0	0	0	0	9	0.852	0.852	0	0	0	0	0	0	0	0	0	0	0	5.51145	2.75572	-1	0	9.783711	0	13.68448845	49.58402402	7.508437	46.90052574	96.01273369	10.653274	12.97508197	0	3856175	22.5	0.303	0
0	0	0	1	0	0	0	1	147	0.644	0.644	0	0	0	0	0	0	0	0	0	0	0	5.16685	2.58343	-1	0	15.038597	0	15.0138835	29.32982143	9.9822235	13.0618584	0	9.466536	23.39531532	0	2743769	20.6667	0	0
0	0	0	0	0	0	0	0	5	0.581	0.581	0	0	0	0	0	0	0	0	0	0	0	5.21968	2.60984	-1	0	0	0	0	0	0	0	0	0	0	0	2633364	7	1	0
0	0	0	0	0	0	0	0	4	0.931	0.931	0	0	0	0	0	0	0	0	0	0	0	0	2.48e-06	0	6	0	14.49442623	0	0	0	0	0	0	14.49411765	0	1017507	3.5	0.001	0
0	1	1	0	0	0	0	4	54	0.557	0.557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.243103	0	15.39885986	33.2710992	11.7689755	61.96525782	46.71575414	19.034228	0	21.92655172	132795	16.2	0.18	0
0	1	0	0	1	3	106	1	59	0.824	0.824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.23333333	16.95664122	2.720779	0	0	0	0	0	1766068	0.825	1	0
0	1	0	0	0	7	174	1	7	0.68	0.68	0	0	0	0	0	0	0	0	0	0	0	6.10018	3.05009	-1	33	10.778714	0	10.474	0	12.856109	81.8066659	39.65394636	14.322331	0	0	1811707	0.846154	0	0
0	1	0	0	0	7	174	1	7	0.68	0.68	0	0	0	0	0	0	0	0	11	2689.59	0.015	6.82391	3.41195	-1	0	10.778714	0	10.474	0	12.856109	81.8066659	39.65394636	14.322331	0	0	1811753	0.846154	0	0
0	1	0	0	0	0	46	0	2	0.69	0.69	0	0	0	0	0	0	0	0	0	0	0	5.39147	2.69573	-1	0	12.131681	0	12.72175824	20.22691589	12.424682	81.84599757	53.17814898	22.516981	0	0	3930369	17.75	0	0
0	0	1	1	0	0	0	1	175	0.401	0.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.369178	0	0	0	16.484979	85.5479506	0	20.108971	0	0	3963127	16.75	0.296	0
0	1	0	0	0	0	0	0	17	0.466	0.466	1	1	1	1	0	1	1	5	102	3171.86	0.885	5.4168	2.7084	-1	0	0	0	11.29628319	29.41981424	7.8133545	4.956291667	0	4.688763	0	0	3668463	12.1667	0	0
0	1	0	1	0	0	0	2	33	0.64	0.64	0	0	0	0	0	0	0	0	0	0	0	5.10568	2.55284	-1	57	11.174966	0	26.7202168	48.32945946	7.8772515	38.09760929	34.8268932	11.668619	0	13.5506383	3088261	31	0.002	0
0	1	0	0	0	0	0	1	4	0.721	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.173938333	0	0	13.97162162	19.957594	39.4992142	0	6.157039	0	0	2001741	31	0	0
0	0	0	0	1	1	34	1	5	0.933	0.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.67907591	0	0	0	0	0	0	1917146	31	0.001	0
0	0	1	1	0	0	0	16	266	0.674	0.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.68667037	0	43.54458333	35.82793304	12.791543	40.075982	41.39721552	13.782483	0	17.93344086	456686	16	0	0
0	0	0	1	0	2	105	0	4	0.307	0.307	0	0	0	0	0	0	0	0	0	0	0	5.83565	2.91783	-1	0	7.015520667	0	0	53.5256351	6.6368675	8.579715	0	7.634578	0	0	90302	30.6667	0.085	0
0	0	1	1	0	0	0	16	266	0.674	0.674	0	0	0	0	0	0	0	0	0	0	0	5.04528	2.52264	-1	0	0	0	31.38077687	20.76273504	0	0	11.96657534	0	0	0	31995	17.6	0	0
0	1	0	0	1	0	0	144	436	0.059	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.633781	0	11.504	28.92795918	16.772999	29.92271233	0	20.502108	0	16.35310345	103948	41	0	0
0	0	0	0	0	0	0	2	54	0.868	0.868	0	0	0	1	0	22	211	0	58	5270.18	0.633	0	1.47e-06	0	50	7.321879	0	27.12878924	23.25741742	11.8503755	7.239065	12.1025	4.383808	0	0	3439876	20.3333	0	0
0	0	0	0	1	3	105	1	57	0.903	0.903	0	0	0	0	0	0	0	0	0	0	0	5.12668	2.56334	1	0	2.372749	0	13.10402145	16.17897674	0	0	29.94034364	0	0	25.92	4300141	19.3333	0	0
0	0	0	0	0	0	0	0	19	0.809	0.809	0	0	0	0	0	0	0	0	0	0	0	5.0511	2.52555	-1	0	9.617973	0	23.3495283	0	6.047888	34.08163743	11.54018868	6.484817	32.83825328	0	4923695	0.305556	0.021	0
0	0	0	0	0	0	0	0	43	0.034	0.034	0	0	0	0	0	0	0	0	0	0	0	6.06248	3.03124	-1	0	33.396002	0	0	0	17.3992475	47.8141315	0	43.728595	0	0	2984100	18.6667	0.001	0
0	0	1	0	0	15	175	0	6	0.927	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.17540897	0	0	0	0	0	0	0	0	1062520	1.41667	0	0
0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.840359857	0	10.9984689	21.5100998	18.2327415	7.680988333	0	10.765696	0	0	727390	17	0	0
0	0	0	0	0	0	0	0	3	0.772	0.772	0	1	1	0	0	3	100	4	94	22.61	0.864	5.7986	2.8993	-1	40	13.86478533	0	0	20.55414634	17.3459305	7.9301225	0	15.153493	0	0	3660623	0.103448	1	0
0	0	0	0	0	0	0	0	3	0.772	0.772	0	0	0	0	0	0	0	0	23	2961.86	0.538	0.03228	5.1552	-1	0	13.86478533	0	0	20.55414634	17.3459305	7.9301225	0	15.153493	0	0	3660525	0.103448	0.981	0
0	0	0	0	0	0	0	1	17	0.891	0.891	0	0	0	0	0	32	218	3	112	3886.41	0.787	0	3.39e-06	0	20	18.428507	0	0	24.07339636	10.81271333	8.0848442	0	12.24326	0	0	250669	33	0.001	0
0	0	0	0	0	3	82	4	92	0.884	0.884	0	0	0	0	0	0	0	0	11	2689.59	0.015	5.69897	2.84949	-1	0	5.4846035	0	10.44835165	22.19643192	10.20275	8.0854414	14.52495935	0	0	0	1115291	91	0	0
0	0	0	0	0	0	0	0	27	0.894	0.894	0	0	1	1	1	14	175	2	93	0.46	0.46	5.52143	2.76071	1	0	15.90549	0	14.79100346	13.17408	9.68269783	9.438449	11.41882979	8.6756595	0	0	1126315	0.904762	0	0
0	0	0	0	0	0	0	0	67	0.839	0.839	0	0	0	0	0	0	0	0	0	0	0	0	7.59e-06	0	17	0	0	0	11.45617021	8.2765665	0	0	8.927899	11.58216216	0	123455	30	0.003	0
0	0	0	0	0	0	0	0	22	0.838	0.838	0	0	0	0	0	0	0	0	0	0	0	6.01502	3.00751	-1	0	0	0	0	0	0	0	0	0	0	0	606861	27	0	0
0	0	0	0	0	0	0	0	162	0.887	0.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2983051	0.0727273	0.001	0
0	0	0	0	0	0	0	0	4	0.47	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8930335	0	0	11.87641379	12.11583325	33.32175107	0	16.873326	0	0	2191169	12.3333	0	0
0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868575	0.205128	0.001	0
0	0	1	0	0	0	20	0	1	0.889	0.889	0	0	1	1	0	0	0	0	39	1695.99	0.848	5.08197	2.54099	-1	17	19.093855	0	0	0	19.811014	34.18107833	28.89248447	17.24339	0	13.74580645	2699215	0.870968	0	0
0	0	0	0	0	0	0	0	12	0.903	0.903	0	0	0	1	1	0	0	3	91	4507.24	0.642	5.89279	2.94639	1	0	24.736232	0	0	0	9.173818882	61.18951983	0	34.882812	0	0	2395551	0.444444	0.002	0
0	0	0	0	0	0	0	0	1	0.633	0.633	0	0	0	0	0	0	0	0	15	203.674	0.701	5.45593	2.72797	1	0	17.24600954	0	14.87467085	24.33994737	7.862454231	11.17573243	40.56858257	12.90101395	0	0	57047	3.5	0	0
0	0	0	0	0	1	57	3	177	0.828	0.828	0	0	0	0	0	0	0	0	12	2379.22	0.299	5.2321	2.61605	-1	0	0	0	0	15.92267606	4.188519	0	0	0	0	0	1510623	35	0	0
0	0	0	0	0	1	57	3	177	0.828	0.828	0	0	0	0	0	0	0	0	12	2379.22	0.299	0.15118	5.15651	-1	0	0	0	0	15.92267606	4.188519	0	0	0	0	0	1510622	35	0.001	0
0	0	1	0	0	0	0	0	46	0.326	0.326	0	0	0	0	0	18	203	0	0	4231.14	0.803	0.00889	6.53316	-1	0	14.76375338	0	13.16215569	11.57007634	10.52478775	24.33022167	17.10203742	15.844422	0	0	2695308	7.57143	0.016	0
0	1	1	0	0	0	0	2	81	0.178	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.257808	0	18.08955752	0	16.2559075	49.56828014	53.70423927	26.04002033	0	13.82846847	2092947	16	0	0
0	1	1	0	1	0	0	0	150	0.479	0.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5418246	0	21.60431373	13.42523364	0	0	0	0	0	0	175489	24.6667	0	0
0	1	1	1	1	24	215	4	226	0.506	0.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.877886	0	17.07378378	17.33837651	9.746772571	36.68902779	37.83394913	10.70256	0	0	212665	36.5	0.003	0
0	1	0	0	0	0	0	2	35	0.228	0.228	0	1	0	1	0	6	181	0	0	5246.9	0.709	5.10568	2.55284	-1	0	0	0	15.40597015	0	0	0	0	0	0	0	449407	20.75	0	0
0	1	1	1	0	26	215	0	4	0.938	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.948071	13.66410959	0	0	13.973534	19.1055426	0	9.348445	0	0	909229	17.8	0.001	0
0	1	1	1	0	26	215	0	4	0.938	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.66410959	0	0	13.973534	0	0	0	0	0	909669	18	0	0
0	1	1	1	0	26	215	0	4	0.938	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.18430476	0	0	0	0	0	0	0	0	973216	23	0	0
0	0	0	1	1	26	215	5	132	0.251	0.251	0	0	0	0	0	0	0	0	0	0	0	5.02965	2.51483	-1	0	0	0	0	0	0	0	0	0	0	0	1212685	43	0.002	0
0	0	0	0	0	0	0	0	19	0.766	0.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.84363636	23.90851282	10.7983855	0	11.80059957	0	0	0	1221486	42.5	0	0
0	0	0	0	0	0	0	0	19	0.766	0.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.181958	0	0	14.42273381	2.921346	0	10.04863158	8.563456	0	0	1227052	28.3333	0	0
0	0	1	1	0	5	158	1	14	0.922	0.922	0	0	0	0	0	0	0	0	0	0	0	5.43415	2.71707	-1	0	33.1952355	0	0	10.8745098	20.30834833	72.40851657	0	34.718641	0	0	125443	0.344828	0	0
0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24e-06	0	34	13.6623135	0	0	18.7237037	13.6597395	37.73304235	0	13.576433	0	0	414353	2	0.039	0
0	0	0	0	1	0	0	0	15	0	0	0	0	0	1	0	0	0	10	235	5120.89	0.825	6.29671	3.14836	-1	0	21.738028	0	0	0	17.5227945	70.35901383	0	37.512287	0	0	186483	30.6667	1	0
0	0	0	0	0	0	0	0	8	0.307	0.307	0	0	0	0	0	0	0	0	0	0	0	6.38091	3.19046	-1	0	36.623653	0	20.47223881	0	11.3025535	69.40580143	12.87121951	25.191541	0	0	1093345	26	0	0
0	1	0	0	1	0	0	0	5	0.707	0.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127112	15.8	0.007	0
0	0	0	1	0	5	162	0	34	0.333	0.333	0	0	0	0	0	13	183	5	117	5318.29	0.675	0	6.68e-06	0	21	0	16.59432701	0	0	0	0	0	0	0	0	3468741	0.1875	0.096	0
1	0	1	0	0	1	1	9	166	2.479	0.87	0	0	0	0	0	0	0	0	0	0	0	0	9.82e-06	0	20	9.197607333	0	0	33.45701754	8.5334945	5.94001	0	6.535163	0	0	300283	1.11765	0.627	0
0	0	0	0	0	0	50	1	9	0.895	0.895	0	1	1	1	0	5	164	1	32	3067.33	0.132	5.13371	2.56685	1	0	18.4643855	0	19.62123167	14.96	18.434492	51.1831804	23.05060703	31.626418	0	0	2452379	4.54545	0.001	0
0	0	0	0	0	13	197	0	11	0.934	0.934	0	0	0	0	0	0	0	0	0	0	0	6.06399	3.032	1	0	0	0	22.18020408	0	0	0	0	0	0	0	170259	93	0	0
0	0	1	0	0	0	0	3	81	0.917	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.10263566	0	0	0	0	0	0	419327	23.5	0.136	0
0	0	0	0	0	0	0	1	1	0.919	0.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.89307902	0	13.17573171	14.887974	18.23307367	0	6.510486	0	0	18228	28.6667	0.087	0
0	0	0	1	0	1	147	0	0	0.798	0.798	0	0	0	0	0	0	0	0	0	0	0	5.39903	2.69951	-1	0	0	0	0	0	0	0	0	0	0	0	482519	43.5	1	0
0	1	1	0	0	1	129	0	24	0.929	0.929	0	0	1	0	0	0	0	0	1	2499.03	0.316	5.43297	2.71649	1	0	22.6144175	0	0	24.36126984	15.889473	85.17917925	43.26594427	36.083877	0	0	199254	43.5	0.001	0
0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	67	3163.18	0.887	5.08672	2.54336	1	0	0	0	14.59294118	0	0	0	0	0	0	0	137447	43.5	0	0
0	0	0	0	0	0	0	0	19	0.162	0.162	0	0	0	0	0	0	0	0	14	3706.73	0.265	5.9431	2.97155	1	0	0	0	0	0	0	0	0	0	0	0	372283	5.14286	0.001	0
0	0	0	0	0	1	14	0	29	0.079	0.079	0	0	0	0	0	0	0	0	6	19.213	0.848	6.56225	3.28112	-1	0	25.164645	0	24.31735965	25.04459016	13.7730025	76.12505283	48.0599005	38.054368	0	18.12051948	1108710	22.75	0.001	0
0	0	0	0	0	3	147	1	36	0.024	0.024	0	0	1	0	0	23	174	2	84	3102.91	0.909	5.13312	2.56656	1	24	7.457262	14.4412766	0	15.50844444	16.082035	21.50193567	0	8.727147	0	0	1609331	0.944444	0	0
0	1	1	1	0	22	209	15	302	0.912	0.912	0	0	0	0	0	0	0	0	30	41.392	0.688	5.52143	2.76071	-1	0	7.603981867	0	11.01061728	43.8297084	7.812809933	7.11552525	10.52113402	6.652482	0	0	1024175	31	0	0
0	0	0	0	0	0	0	0	6	0.848	0.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.16989247	0	11.54072727	0	0	0	0	11.27076923	0	535939	14	0.091	0
0	0	0	0	0	24	223	15	311	19.73	0.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.094669	0	0	18.41163636	18.595055	57.70341486	33.30520681	21.832268	0	0	1225131	7	0.801	0
0	0	0	0	0	0	0	0	9	0.893	0.893	0	1	1	1	0	1	129	0	0	4782.74	0.853	5.3536	2.6768	-1	21	18.5671945	0	24.88547486	35.05954825	21.4428035	57.522718	49.66087031	22.754883	0	14.37325967	2204030	81	0.015	0
0	0	1	0	0	0	0	0	47	0.78	0.78	0	0	0	0	0	0	0	0	0	0	0	5.21538	2.60769	1	0	14.718955	0	0	48.37424134	10.135938	10.91192282	0	11.973167	0	0	2259780	36.5	0	0
0	1	1	0	0	0	7	4	151	0.835	0.835	0	0	0	0	0	0	0	3	67	1212.35	0.825	5.2321	2.61605	-1	0	28.58263775	0	42.61583725	0	18.7897485	99.60675639	51.76132942	50.117	0	24.5308642	130372	31.6667	1	0
0	1	1	0	0	0	7	4	151	0.835	0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.24951567	0	19.73416667	40.15177154	7.7288015	24.03454286	65.1968741	16.163506	0	0	290557	47	0	0
0	0	1	0	0	0	0	1	16	0.591	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.167664	0	0	34.32482412	10.0331145	26.31389221	0	18.661847	0	0	1437335	21.5	1	0
0	0	0	0	0	0	0	2	137	0.482	0.482	0	0	0	0	0	0	0	0	14	3706.73	0.265	6.17134	3.08567	-1	0	23.194117	0	12.86635659	15.8672973	17.606275	82.37107233	41.90696335	34.870058	0	0	1012877	31	0	0
0	0	0	0	1	0	0	1	94	0.652	0.652	0	0	0	0	0	16	205	20	272	4664.68	0.898	5.48017	2.74009	1	0	16.2380725	0	12.49037037	16.11277108	14.568925	73.02065386	21.6776	18.392564	0	0	164601	27.3333	0	0
0	0	0	0	0	1	147	9	183	0.877	0.877	0	0	1	0	0	0	0	0	23	3095.88	0.432	5.23284	2.61642	1	0	12.28243038	10.88312057	0	22.93674877	15.50008	64.94722671	0	17.60086	0	0	726029	2.44444	0	0
0	0	0	0	0	0	0	0	8	0.922	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.876322	0	0	0	15.0873625	55.55360775	0	32.091531	0	0	548520	6.28571	0.031	0
0	0	0	0	0	0	0	0	8	0.922	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449917	0.608696	0.001	0
0	0	0	0	0	0	0	2	35	0.353	0.353	0	0	1	0	0	3	100	6	71	3538.03	0.178	0	6.43e-06	0	7	5.289122125	0	0	14.83684729	0	4.74933625	0	0	0	0	660335	23	0	0
0	0	0	0	0	0	0	0	4	0.893	0.893	0	0	1	1	0	17	214	2	87	3578.54	0.901	5.22403	2.61201	-1	0	7.472811	0	0	18.9148	11.6071555	22.6353248	0	11.350461	0	0	727192	14.5	0	0
0	1	0	0	0	1	98	1	34	0.162	0.162	0	0	0	0	0	12	177	0	0	4001.35	0.069	5.4908	2.7454	-1	121	13.3046775	0	15.05834254	32.77621359	9.552966524	9.5833375	10.13666667	18.585093	0	0	90618	42	0	0
0	0	0	0	0	0	0	0	1	0.586	0.586	0	0	0	0	0	0	0	0	0	0	0	5.55752	2.77876	1	12	16.07642867	0	12.97741935	39.15424486	11.73008367	31.37149007	11.56189573	16.64047375	0	0	1664860	27.3333	0	0
0	0	0	0	0	0	0	0	1	0.586	0.586	0	0	0	0	0	0	0	0	31	4932.72	0.241	5.83863	2.91932	-1	0	15.675949	0	22.21049088	0	12.3196295	52.92729329	34.87675174	23.058679	0	0	1734916	29	0	0
0	0	0	0	0	0	0	8	201	0.889	0.889	0	0	0	0	0	0	0	0	66	8.124	0.404	5.20204	2.60102	-1	0	7.5918095	0	0	11.86804598	8.5468225	15.22021833	0	10.254737	0	0	2396973	39.5	0	0
0	0	1	0	0	0	0	1	72	0.341	0.341	0	0	0	0	0	0	0	0	0	0	0	5.28651	2.64325	-1	0	18.5728125	10.01185185	15.2900813	0	8.588298	97.7966483	66.83956923	31.559749	10.34444444	0	5455115	1.94444	0.002	0
0	0	0	0	0	3	48	1	61	0.744	0.744	0	0	0	0	0	0	0	0	0	0	0	5.97469	2.98734	-1	20	11.507375	0	0	0	8.046084	39.29314738	0	14.370724	0	0	2804513	0.1	0	0
0	1	0	0	0	0	0	4	32	0.678	0.678	0	0	0	0	0	0	0	0	11	2689.59	0.015	7.50724	3.75362	-1	0	15.6626215	0	0	0	9.641161	43.7136182	0	14.992052	0	0	1795136	15	0.007	0
0	0	1	0	0	11	166	2	13	12.222	0.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.63021459	0	0	0	13.97874587	0	0	0	1747304	10.25	0.005	0
0	1	0	1	0	18	203	3	22	0.726	0.726	0	0	0	0	0	0	0	0	0	0	0	5.05899	2.52949	-1	0	0	11.05677419	0	10.12307692	5.4077655	0	0	0	0	0	535842	27.3333	0.021	0
0	1	0	0	0	0	0	4	32	0.678	0.678	0	0	1	1	0	17	214	2	87	3578.54	0.901	6.47366	3.23683	-1	0	5.674277571	0	0	19.36188437	0	0	0	0	0	0	18581	18.4	0.002	0
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22475	2.61238	-1	42	12.3241485	0	0	25.86428941	9.731117	19.16184675	0	11.754083	0	0	219111	30.6667	1	0
