Target_Cancer_Gene	Target_GO_cell.death	Target_GO_cell.differentiation	Target_GO_cell.proliferation	Target_GO_mitototic.cell.cycle	Target_HumanNet.CGS_L1	Target_HumanNet.CGS_L2	Target_InteractNet.CGS_L1	Target_InteractNet.CGS_L2	Target_ReguleNet.DEG_score	Target_DEG_score	TF_Cancer_Gene	TF_GO_cell.death	TF_GO_cell.differentiation	TF_GO_cell.proliferation	TF_GO_mitototic.cell.cycle	TF_HumanNet.CGS_L1	TF_HumanNet.CGS_L2	TF_InteractNet.CGS_L1	TF_InteractNet.CGS_L2	TF_ReguleNet.DEG_score	TF_DEG_score	diff_Pval	avg_Pval	TF_sign	Dnase	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me3	H4K20me1	Dist_GWAS_2D	Early.to.late_Rate	PhastCons	TorF
1	1	1	0	0	9	182	1	37	0.492	0.492	0	1	0	1	0	6	181	0	0	4117.55	0.533	0	4.45e-05	0	6.33333	1.5	4.8	1.86	3.7	1	1.6	0.3	1	0.92	3.36	474836	41.5	0	1
0	0	0	0	0	0	0	0	2	0.928	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66667	35.02	1.24	5.96	18.86	14.54	5.14	3.44	16.04	2	0	4373500	30.6667	0.062	1
0	0	0	0	0	0	0	1	27	0.816	0.816	0	0	0	0	0	0	0	0	0	0	0	2.22149	4.03E-04	1	2	51.3	0.42	1.32	0	1.54	11.71	2.56	21	1	0.48	1025744	79	0	1
0	0	1	1	0	0	0	16	266	0.181	0.181	0	0	0	0	0	0	0	0	0	0	0	1.51593	3.19E-05	-1	83.6667	118.8	1	8.7	22.42	71.76	35.73	8.44	77.24	1	6.56	413490	29	0.83	1
0	0	0	0	0	2	70	0	1	0.909	0.909	0	0	0	0	0	4	124	9	172	4118.44	0.893	0	1.23e-05	0	2	94.78	0.5	0.06	1.24	3.48	16.18	2.5	52.36	1	0	612000	45.5	0.873	1
0	0	1	0	0	0	0	0	1	0.893	0.893	0	0	0	0	0	0	0	0	0	0	0	1.23332	3.45E-05	-1	6.33333	0.6	12.24	2.76	8.86	13.64	4.49	0.44	0	4	7	1599356	21	0.004	1
0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	19	200	1	32	4110.59	0	0	0.000361	0	9.66667	18.62	3	9.82	48.64	87.46	60.43	31.82	46.32	7.48	14.76	535899	30.6667	0.065	1
0	0	0	0	0	0	0	0	22	0.752	0.752	0	0	0	0	0	0	0	0	12	4.823	0.723	1.03638	5.03E-05	1	43	2.5	1.64	10.84	11.22	2.86	2.79	3.1	0	3.12	3.88	4945955	21	0	1
1	0	0	1	0	26	219	12	291	0.889	0.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6667	19.88	2.32	9.9	12.86	26.76	16.74	3.66	15.16	24.64	5	57350	0.153846	0.007	1
0	0	0	0	0	0	0	2	85	0.709	0.709	0	1	0	1	0	6	181	0	0	4117.55	0.533	0	2.98e-06	0	3.66667	66	1.5	0.5	5.38	35.74	26.06	2	54.36	1	0.32	3689422	18.4	1	1
0	0	0	0	0	0	0	6	143	0.535	0.535	0	0	0	0	0	15	197	0	49	4115.32	0.881	0	2.37e-06	0	30.6667	24.88	1	2.38	0.5	17.4	48.46	0.66	34.88	1	0	524450	14.75	0.002	1
0	1	0	0	1	0	0	1	171	0.713	0.713	0	0	1	0	0	16	179	20	305	4117.55	0.837	0	8.22e-07	0	38	84.06	2.2	6.8	0.62	16.36	152.63	6.48	163.4	0	1	29483	9.33333	1	1
0	0	0	0	0	0	0	4	86	0.433	0.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66667	284.6	5.5	14.74	4.08	51.8	319.93	53.34	623.88	7.04	8.8	380665	5.63636	1	1
0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45.94	2.58	2.8	24.86	67.4	59.73	2.1	72.24	5	0	3314130	3.33333	0.095	1
0	1	0	0	0	0	0	0	10	0.898	0.898	0	0	0	0	0	0	0	0	0	0	0	1.60391	1.45E-04	-1	24	6.28	0	0	0.5	3.32	7.22	0	6.24	0	0	3678670	22.25	0.587	1
0	0	0	0	0	0	0	0	15	0.207	0.207	0	0	0	0	0	0	0	0	0	0	0	0	0.000874	0	13.6667	10.34	4.18	7.66	42.86	27.3	15.81	2.5	16.4	1	6	4041988	45.5	0.003	1
0	0	1	0	0	0	0	1	19	0	0	0	0	1	0	0	2	105	39	339	4117.55	0.886	0.47286	9.49E-06	1	122.333	18.84	2.64	7.4	6.7	42.06	54.22	24.3	18.64	6.32	11.4	2103473	17.5	0.004	1
0	0	1	0	1	0	0	1	29	0.805	0.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	192.3	3.08	6.56	0.5	11.14	94.55	17.62	238.4	3.68	6.48	1004743	34.5	0	1
0	0	1	0	0	0	22	0	162	0.345	0.345	0	0	1	0	0	0	27	0	3	4095.16	0.645	1.86322	2.25E-04	-1	7.33333	12.76	3.5	7.3	37.22	12.86	3.99	2.64	14.64	2.28	7.96	762030	23	0.004	1
0	0	0	0	0	0	0	0	2	0.819	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.3333	52.08	0.5	1.46	0.44	6.54	45.79	3.74	71.56	1	2	1446903	0.708333	0	1
0	1	1	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	94.74	2.14	3.82	2.84	55.38	127.07	28.54	191.52	1	5.28	982715	45.5	0	1
0	0	0	0	0	0	0	0	4	4084.35	0.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	2	0.5	10.22	5.46	6.62	2.98	24.84	3	3.8	1	4485341	13.6	0.011	1
0	0	0	0	0	0	0	0	16	12.265	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0.000503	0	27.3333	307.76	2.8	6.7	4.04	63.9	244.71	21.8	568.12	4	1.12	1298721	3.57143	0	1
0	0	0	0	0	3	200	0	36	0.897	0.897	0	0	1	0	1	0	0	1	105	4115.05	0.547	2.02962	1.84E-04	1	35.3333	6	0.5	0.74	2.32	21.44	27.62	1.92	18.72	1	1	254070	21.5	0.001	1
0	1	0	0	0	7	177	0	20	0.856	0.856	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	9.66667	8.08	10.58	2.14	3.58	38.32	47.35	1.44	18.92	3.64	2.16	221029	0.0319149	0.002	1
0	0	1	0	0	0	54	0	5	0.504	0.504	0	0	0	0	0	0	0	0	2	4115.95	0	1.54136	1.23E-04	1	3.33333	83.08	3.78	6.34	4.08	83.56	161.82	16.12	225	4	7.84	807610	24.6667	0	1
0	0	0	0	0	0	0	0	3	0.703	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667	5.42	4.94	5.06	45.76	17.26	6.25	2.5	11.84	8.08	5.2	777	94	0.001	1
0	1	0	0	0	0	0	0	18	0.116	0.116	0	0	0	0	0	0	0	0	14	4112.22	0.355	1.72777	4.76E-05	1	60	13.7	3.8	3.24	19.16	53.74	15.2	1.5	29.4	4.6	2	848619	30	0	1
0	0	0	0	0	0	0	1	5	3681.5	0.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66667	25.56	4.58	17.98	51.86	103.02	55.22	102.1	59.2	5	20.16	949	69	0.001	1
0	0	0	0	0	0	40	6	134	0	0	0	0	0	0	0	0	0	2	22	614.557	0.811	2.10604	2.91E-04	-1	15.6667	0.16	2	1.72	14.1	6.98	4.18	2.14	3.24	2	3.44	492118	44	0.007	1
0	0	0	0	0	0	126	0	46	0.635	0.635	0	0	1	0	0	23	177	2	61	2790.54	0.933	0.8937	4.23E-05	1	26.6667	24.96	10.2	10.76	40.74	62.96	16.98	2.26	16.24	3.4	4.32	825186	40	0	1
0	0	0	0	0	0	0	5	92	0	0	0	0	0	0	0	4	124	9	172	4118.44	0.893	0	8.08e-05	0	24	81.18	0.5	1.5	0.16	10.64	71.17	2.7	85.6	1	0	773845	23	0.971	1
1	0	0	0	0	1	1	2	10	0.887	0.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667	75.64	0.9	6.26	28	73.1	34.1	23.66	81.32	5	3.52	363078	20	1	1
0	0	0	0	1	0	0	0	8	0.127	0.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	0.86	9.62	6.24	18.54	14.08	4.69	3.64	2.76	8	5	381516	30.3333	0	1
0	0	0	0	0	2	144	3	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333	182.44	3.12	9.26	5.2	82.32	223.93	24.36	346.76	6.24	2.16	1302481	17	0	1
0	0	0	0	0	0	0	0	14	0.067	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	6.86	0.5	5.82	10.82	3.2	2.66	11	2.8	1	3.04	910594	8.71429	0	1
0	0	0	0	0	1	147	0	5	0.513	0.513	0	0	0	0	0	0	0	0	0	0	0	0	3.81e-05	0	4	39.8	6.24	5.6	40.92	77.6	62.65	3.32	99.64	1.92	3.28	1360237	76	0.012	1
0	0	1	0	0	0	0	0	2	0.289	0.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	63.76	0.5	0.5	9.38	50.04	50.45	5.26	105.44	2	2.76	833441	30	0.006	1
0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	56.24	1	2	2.88	35.04	58.72	5.16	85.92	4.76	1	2745972	41.5	0	1
0	0	1	0	0	10	181	0	2	0.733	0.733	0	1	0	1	0	6	181	0	0	4117.55	0.533	0	7.5e-06	0	1.33333	7.68	6.1	3.92	11	39.1	27.69	1.5	17.72	3	3.12	837947	25.5	0	1
0	1	1	0	1	0	0	17	257	4115.95	0.375	0	0	0	0	0	0	0	0	0	0	0	0	9e-06	0	2.33333	112.36	5	7.5	2.06	51.48	188.06	11.24	184.16	2	5.68	2522009	16.4	0.998	1
0	1	1	1	0	18	203	2	108	0	0	0	0	0	0	0	0	0	0	3	4116.29	0.813	0	4.99e-05	0	78.6667	75.96	0.5	1.54	7.26	33.84	9.91	4.62	65.36	1	0	716173	47.5	0.982	1
0	0	0	0	1	0	0	0	21	0.937	0.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	11.78	2	9.36	10.78	17.92	10.75	12.98	24.8	2.88	4	584477	11.6	0.013	1
0	0	0	0	0	0	14	0	21	0	0	1	0	1	0	0	46	223	6	104	4117.55	0.259	0.99605	1.81E-05	1	16.6667	183.24	3.12	14.48	1.14	17.74	266.39	63.82	395.56	3.04	16.8	700183	28	1	1
0	1	0	0	0	8	195	0	20	0.895	0.895	0	0	0	0	0	0	0	0	0	0	0	0.79489	1.90E-05	-1	77	13.44	0.68	0	4.9	15.36	16.69	0.46	9.8	1	1	2578104	37.5	1	1
0	0	0	0	0	3	127	0	0	0.934	0.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56.42	4.5	6.04	1.9	50.42	113.21	10.04	136.72	4	1	1551980	34	0.117	1
0	0	0	0	0	0	0	1	57	0.897	0.897	0	0	0	0	0	0	0	0	13	1828.81	0.898	0	0.00014	0	12.6667	92.5	2.32	3.9	0	19.66	131.77	22.4	175.68	3	3.4	1340221	26.3333	0.939	1
0	0	1	1	0	0	0	1	27	0.735	0.735	0	1	0	1	0	6	181	0	0	4117.55	0.533	0	5.42e-08	0	10.6667	30.78	1.94	1.04	4.34	27.72	57.03	0.98	59.08	1.92	2	62172757	1.4	0.996	1
0	0	0	0	0	0	53	4	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33333	183.12	3	9.56	2	28.84	156.16	14.18	277.48	1	5.12	4717564	21	1	1
0	0	1	0	0	0	0	0	15	0.138	0.138	0	0	0	0	0	0	0	0	0	0	0	0	8.01e-06	0	6.66667	74.76	4.76	9.78	1.5	42.34	179	6.76	169.6	6	6.48	474086	10.2	0.001	1
0	0	1	1	0	0	0	16	266	0.181	0.181	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	3.54e-05	0	15	136.1	1.92	24.84	61.1	93.9	65.26	19.98	145.16	4	10.12	413943	29	0	1
0	0	0	0	0	2	125	0	30	0.524	0.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	34.34	0.5	0	0	3.26	9.92	0	13.48	1	0	1059116	41	0.987	1
0	0	1	1	0	19	200	2	55	4037.76	0.875	0	0	0	0	0	4	124	9	172	4118.44	0.893	2.69607	1.12E-03	-1	51.6667	61.42	2.18	3.56	0	6.7	74.94	11.48	78.8	2	0	1594865	23	1	1
0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33333	76.1	6.5	40.5	1.72	72.54	199.4	105.2	233.76	6.24	39.2	2589616	0.586207	0.008	1
0	0	0	0	0	0	0	0	14	0.684	0.684	1	1	0	0	1	2	77	2	63	4117.55	0.925	0	0.000154	0	27.6667	1	10	1	5.46	10.18	1.97	2.6	4	9.36	12.24	4706652	18.25	0.009	1
1	0	0	0	1	1	1	2	38	0	0	0	0	1	1	0	0	0	3	215	4110.45	0.095	0	0.000113	0	14.6667	4.38	2.3	5.32	33.24	20.48	6.34	1	5.56	3	4	312016	92	0.934	1
0	0	0	0	0	0	0	0	36	0.461	0.461	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	1.87e-05	0	228.667	4.2	0.6	0.78	1.1	3.36	23.83	1.82	15.56	2.76	0	776771	29	0.139	1
0	0	0	0	0	8	160	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	2.33333	2.22	25.5	7.16	1.5	0.5	2.79	1.5	2.88	12	9.92	190419	0.631579	0	1
0	1	1	0	1	19	219	11	252	0.925	0.925	0	0	0	0	0	0	0	0	0	0	0	0	0.000123	0	22	208.32	1.1	4.94	0.6	29.26	162.68	7.64	306.88	6	2	853269	43.5	0.976	1
0	1	0	0	0	4	119	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84022	2.11E-04	1	6	121.7	3.5	9.68	1.5	44.58	182.76	64.86	308.28	2	2	225287	0.769231	0	1
0	0	0	0	0	0	0	0	11	0.495	0.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	0	0.5	0.22	1	0.5	0.75	0	0	0	0	990257	4.55556	0.499	1
0	0	0	0	0	0	2	0	0	0.003	0.003	0	0	0	0	0	13	183	5	117	4117.55	0.556	2.01887	4.39E-04	-1	36.6667	3.74	1	1.6	11.42	16.1	6.01	3.2	3	0.24	0	1530059	42.5	0.004	1
0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	26	3990.5	0.884	1.91555	2.07E-04	-1	53.3333	31.22	1.5	4.08	18.28	55.18	19.68	22.92	25.68	7.48	3.92	1280385	10.5	0.019	1
0	1	1	1	1	0	0	1	59	0.321	0.321	0	0	0	0	0	0	0	0	1	2104.05	0.857	2.31305	2.02E-04	1	57.3333	80.6	2.3	3	1.62	14.04	112.76	5.78	95.36	3.44	2	280201	36	0.998	1
0	0	0	0	0	0	0	0	41	0.775	0.775	0	0	0	0	0	0	0	0	49	4118.44	0.897	0	8.43e-05	0	89	29.16	0	1	1.08	20.04	59.19	1	48.8	1	1	952564	19	0	1
0	0	0	0	0	0	0	0	21	0.902	0.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3333	115.34	1.1	6.94	2.5	45.26	152.58	2	142.12	7.56	4.04	1511020	2	0	1
0	0	0	0	0	0	0	0	7	0.92	0.92	1	1	0	0	1	2	77	2	63	4117.55	0.925	0	3.02e-05	0	28.6667	6.18	2.14	5.96	26.66	12.1	1.29	1	8.88	1.72	5.12	2303191	22	0	1
0	1	1	0	0	5	190	1	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17.18	0	1.42	0.5	3	14.96	0.5	18.64	0	0	747608	0.357143	0	1
0	0	1	0	0	0	0	2	130	0.925	0.925	0	1	1	1	0	19	201	41	296	4115.97	0.86	2.25376	1.44E-05	-1	29.3333	5.72	2.1	2	23.5	23.04	8.35	2.5	5	5.68	1	102898	7.75	0.001	1
0	0	0	0	0	0	0	2	55	0.797	0.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	10.52	1	11.96	20.02	50.4	26.2	35.82	24.32	3	5.4	163949	27.3333	0.687	1
0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203	0	8.33333	0.74	1.2	0.68	4.66	3	0.25	0.5	1	0.96	0	1623252	46	0.324	1
0	0	0	0	0	0	0	2	222	0.188	0.188	0	0	1	1	0	17	214	2	87	4105.1	0	2.35587	7.28E-05	1	18.6667	37.5	2.72	28.72	1	24.88	127.76	36.78	82.96	4.48	41.52	5272278	28	0	1
0	0	1	1	0	8	187	3	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	132.78	4.28	25.98	3.98	105.74	297.28	141.4	344.4	6.72	18.88	2487661	45.5	0	1
0	0	0	0	0	0	0	0	2	0.937	0.937	0	1	1	1	0	23	174	5	220	2387.47	0.18	1.03507	5.84E-05	1	3.33333	139.18	3.94	8.5	3.1	38.66	182.44	18.2	246.44	9.24	7.88	3581568	36	0.004	0
0	0	0	0	0	0	0	0	30	0.054	0.054	0	0	0	0	0	0	0	3	137	3195.86	0.911	0	0.000898	0	95	150.24	2.72	12.42	40.38	104.76	31.9	12.2	77.84	2.64	9.52	225599	95	0.081	0
0	0	0	0	0	0	77	0	16	0.784	0.784	0	0	1	0	0	0	27	0	3	4095.16	0.645	0	5.87e-05	0	50.3333	78.84	1.5	4.48	3.12	43.02	153.5	2.5	101.52	0	5.76	525883	2.25	0	0
0	0	0	0	0	0	41	1	153	0.896	0.896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	83.98	1.22	4	1.22	17.78	69.36	11.74	132.2	2	0	1363756	23.6667	0.998	0
0	0	0	0	0	0	0	0	37	0.78	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333	50.74	0.08	1.6	21.34	72.2	64.21	2.5	77	4.28	4	749108	22.75	0.01	0
0	0	0	0	0	0	0	0	6	0.724	0.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3333	103.08	2.82	6.6	1.42	30.9	133.24	17.58	143.8	3	4	10949345	0.882353	0.384	0
0	0	0	0	0	0	0	6	69	0.694	0.694	0	0	0	0	0	4	124	9	172	4118.44	0.893	1.89045	3.02E-04	1	10.3333	22.32	1	3.46	26.2	16.74	7.39	34.22	19.84	3.16	6.04	517324	30.6667	0.002	0
1	0	1	0	0	39	217	4	42	3885.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.6667	25.52	15.3	2.78	3.42	77.18	141.83	1	45.92	1	1	259282	0.428571	1	0
0	1	0	1	0	0	0	2	33	0.816	0.816	0	1	1	0	0	0	0	9	268	4117.55	0	0.16587	3.71E-06	1	2	27.24	3.32	1.54	1.5	30.7	25.11	2.18	54.92	1.6	1	3344891	30	0	0
0	0	1	0	0	23	174	5	230	4118.41	0.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33333	73.72	1.1	5.3	29.42	38.96	17.59	0.5	34.72	5.4	0	180	1	0.006	0
0	0	0	0	0	11	166	0	4	12.55	0.89	0	0	1	0	1	2	93	7	142	4117.55	0.501	0	6.44e-05	0	44	2.68	0.5	1.84	5.12	9.02	2.33	0	5	2	3	1785238	27.3333	0.052	0
0	0	0	0	1	2	79	1	79	0.911	0.911	0	1	0	0	0	0	0	0	5	4085.91	0.851	0	0.0008	0	38.3333	154.76	2.5	3.6	44.12	115	47.08	5.34	131.52	5	4.72	254965	23.75	0.489	0
0	0	0	0	0	0	0	1	32	0.181	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33333	27.16	8.14	9.64	15.52	114.38	132.16	15.9	67.8	5.12	10.2	3429034	16.25	0	0
0	0	0	0	1	2	91	0	154	0.893	0.893	0	1	0	0	0	0	0	1	76	4116.08	0.136	0	4.62e-05	0	102	81.72	1.52	6.4	30.32	24.02	11.11	14.28	55.64	1.68	2	1541466	23	0.983	0
0	0	0	0	1	0	0	2	178	0.898	0.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22.78	1.48	1.32	6.6	10.22	2.88	0.5	8.96	2.4	0	1802878	0.057971	0	0
0	0	0	0	0	0	13	1	6	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6667	197.7	2.98	4.92	4.7	110.24	215.91	6.2	426.04	5.92	3.16	3265927	31.6667	0	0
0	0	0	0	0	0	105	0	8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	11.9	1.18	1.04	0	5.68	49.35	5.58	50.24	1.04	0	31392	0.444444	0.014	0
0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3333	9.54	0	0.5	0.22	0.5	6.32	0	3.68	0	0	2050362	13.3333	0.257	0
0	0	0	0	0	3	89	1	154	0	0	0	0	1	0	0	0	0	0	16	49.078	0.228	1.06739	2.68E-05	-1	169	53.44	0	2.5	3.5	29.88	44.79	1.12	57.04	6	4.6	2250871	14.75	0	0
0	1	1	1	0	50	235	1	38	0.196	0.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11.46	3.16	10.1	37.32	10.24	5.77	5.62	16.08	14.68	2	3412943	26	0	0
0	0	0	0	0	0	0	0	0	0.806	0.806	0	0	0	0	0	13	183	5	117	4117.55	0.556	0	7.68e-07	0	73.3333	3.44	2.12	1.98	9.8	2.7	1	4.46	4.2	5	3.68	70476	31	1	0
0	0	0	0	0	0	0	0	1	0.876	0.876	0	0	0	0	0	0	0	0	0	0	0	1.25388	7.92E-05	-1	11	5.56	5.2	2.5	6.14	24.9	36.59	1.5	18	1	1.2	7047472	23.25	0.424	0
0	0	1	0	0	19	200	2	107	4087.76	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	87.46	4.74	7.08	53	62.02	23.99	25.74	86.56	4	0	95027	1.10714	0	0
1	0	0	1	0	32	220	1	10	0.117	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.44	3.14	5.42	2.94	49.38	52.43	16.14	78.28	2.04	4	4492449	100	0.146	0
0	0	0	0	0	0	28	0	5	0.899	0.899	0	0	1	0	0	1	120	3	38	23.996	0.678	2.80098	1.88E-03	1	84	25.38	2.34	3.58	14.62	43.26	32.6	2.38	37.2	1	5.28	1884631	44	0.013	0
0	0	1	0	0	0	0	4	93	0.628	0.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.6667	49.58	1.5	1.78	0.64	16.14	104.28	3.02	76.52	4.16	0	908791	13.3333	0.004	0
0	0	0	0	0	0	0	1	61	0.903	0.903	0	0	0	0	0	18	203	0	2	4056.17	0.889	0	6.42e-06	0	24.3333	34.6	1.66	1.02	26.04	34.52	7.98	1.76	38.24	0.64	1.16	613190	32	0.965	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3333	157.34	2.6	1	40.82	84.92	22.73	3	90.04	5.44	0	1455505	28.3333	0.544	0
0	0	0	0	0	0	0	0	0	0.899	0.899	0	0	0	0	0	0	0	4	100	954.319	0.841	0	0.000487	0	12	16.52	6	8.02	29.36	66.76	28.3	9.46	56.64	3.24	14.28	10296479	18.25	0	0
0	0	1	0	0	0	0	0	7	0.714	0.714	0	1	0	1	0	6	181	0	0	4117.55	0.533	0	4.44e-07	0	101	153.74	0.76	4.66	1.5	11.44	141.59	2.94	187.96	2.6	5.4	2121265	1.5	0	0
0	0	0	0	0	5	152	0	3	0.773	0.773	0	0	0	0	0	0	0	0	0	0	0	1.68915	1.67E-05	-1	6.66667	55.56	0.5	41.36	66.2	24.08	15.41	65.4	19.2	9.8	1.76	222520	11.5	0	0
0	0	1	0	0	0	16	2	213	4107.89	0.655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.3333	6	0	0	0	1.8	15.26	0	4.32	0	0.8	2055980	27	1	0
0	0	0	1	0	0	65	0	9	0.862	0.862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66667	90.3	2	34.82	33.86	117.32	72.3	122.06	161.76	3	11.56	2074916	42	0	0
0	0	0	0	0	6	86	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	88.7	2.08	3.62	17.06	107.06	97.03	2.84	131.64	1.84	4.88	92404	18	0	0
0	0	1	0	0	7	174	1	164	1.811	0.887	0	0	0	0	0	0	0	0	0	0	0	0	4.42e-06	0	15	25.68	0.26	1.62	1	11.78	34.27	4.24	35.68	0	2.52	1713575	30	0.989	0
0	0	0	0	0	6	86	0	27	0	0	0	0	0	0	0	0	0	0	8	4118.18	0.639	1.09107	5.29E-05	-1	142.333	24.8	4.84	2.5	6.3	59.86	61.7	1	30.36	4.56	2.2	91930	18	0.001	0
0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6667	122.34	1.5	6.58	44.46	79.1	35.96	0.36	58.48	6.96	3	1212303	6.33333	0	0
0	0	0	0	0	0	0	0	48	273.191	0.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.6667	124.64	0.86	2.78	1.5	15.68	111.56	10.68	173.16	3	1	1028219	3.38462	1	0
0	0	0	0	0	0	0	0	27	0.874	0.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	58.9	1.5	3.78	1.5	14.58	82.85	0.94	132.32	2	1.44	953041	8.6	0.423	0
0	0	1	1	1	7	174	5	138	0.183	0.183	1	0	0	0	0	1	1	3	69	4115.05	0	2.76096	5.46E-04	-1	54	27.6	0.5	1	0.08	13.86	35.19	1.08	15.08	1.16	2	130488	10.5	1	0
1	0	0	0	0	1	1	2	10	0.887	0.887	0	0	0	0	0	0	0	0	38	3574.52	0.818	0	0.000165	0	4	7.66	2.4	23.7	33.54	13.78	5.62	49.62	7.08	11.44	4.48	228100	41.5	0	0
0	0	0	0	0	0	0	3	65	0.928	0.928	0	1	1	1	0	5	101	13	246	4117.55	0.869	0	9.21e-08	0	11.3333	0.5	0.5	4.04	7.3	5.5	2.82	2.18	3.4	5	2.36	840040	25.6667	0	0
0	0	1	0	0	0	0	1	30	3879.37	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333	5.94	5.46	9.72	17.18	9.38	3.72	8.18	2.92	6	2.84	1500070	0.0222222	0	0
0	0	0	0	0	2	38	0	0	0.837	0.837	0	0	1	1	0	17	214	2	87	4105.1	0	0	3.8e-05	0	9.66667	256.56	6.62	12.88	2.9	103.86	278.86	62.64	635.52	7.96	5.48	1903282	23.25	1	0
0	0	0	0	0	0	0	0	44	0.601	0.601	0	0	0	0	0	0	0	0	0	0	0	1.98457	1.96E-05	-1	7.66667	24.3	2.12	5.48	20.2	57.52	42.79	25.24	54.72	4	22.6	735377	44.5	0	0
0	0	0	0	0	0	0	0	16	0.675	0.675	0	0	1	0	0	2	93	2	57	4115.05	0.027	0	5.59e-06	0	40.3333	47.7	2.8	6	5.52	59.72	175.59	3.14	112.08	3.76	0	353676	0.194444	0	0
0	0	0	0	0	9	178	0	90	0.912	0.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10.6	6.48	4	11.68	20.86	23.03	0.5	24	3.6	1.92	3673374	12.3333	0	0
0	0	1	1	1	19	206	2	133	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333	67.02	2.84	10.96	15.08	107.38	95.1	36.52	99.48	5.44	12.52	1292708	24.5	0	0
